fdf,fdfdf
"Customer complaint that his special meal request is not available. Customer stated that this happens very often , especially in short sectors: "" I always get it in Tokyo flights and other long ones but in this short sectors I don't"".  When informed the customer that our system shows a NLML waitlisted, customer mention that it was not suppose to be a NLML but a BLML*GFML-NLML* ( Bland meal with Gluten free and Non-Lactose).  Customer stated that his is going to write himself about the matter.",Catering-Food
Customer complaint they never receive their VGML meal on every flight.,Catering-Food
CUSTOMER COMPLAINT- Mr Ostawal is upset that he did not receive AVML despite being ordered. - He was offered VJML instead as we ran out of the meal options. - He requested to speak to me and informed me that he is upset that he has specifically ordered for AVML not a VJML.- He also claimed that he on his previous flight from Mauritius to Dubai he also did not receive the AVML he ordered for.,Catering-Food
CUSTOMER COMPLAINT- Mr Pook complaint that the lamb pie served to him was cold.,Catering-Food
"Customer complaint-Mr Mathieu complained that the food was horrible -He requested for a chocolate croissant which was not available-An alternative was brought to him but he rejected both and shouted at the crew stating that"" you should be ashamed of your selves""-He was so upset that he asked us to clear the whole tray and the espresso we just served him-He stated that"" this flight is delayed and you are serving me horrible food.",Catering-Food
Customer complaint. - Mr. Elhag was really upset with the quality and quantity of the food.- Mr. Elhag stated that the food is tasteless and bland. - Mr. Elhag stated that in terms of food Emirates is going down compared to previous years.Email: a_elhag@yahoo.co.uk,Catering-Food
CUSTOMER COMPLAINT* Mr. Babar claimed that he found a piece of ceramic in his dessert ( Coconut mousse ) * He claimed that it could be the piece in the desert plate as it was broken when it was served to him.* Customer was fine during disembarking,Catering-Food
"Customer complemented the on board caviar and Champagne- Customer expressed that the caviar served on board is excellent, as well as, the champagne offered in first class is her favourite.",Catering-Food
"CUSTOMER CONCERNED FOOD WAS NOT GFML- During clearance Mr Sellal informed GR2 Carla that his meal was very spicy- He said he did not believe it was GFML- All hot SPML were labelled as VLML but had other category written on in pen, contents were not all the same- During catering checks catering team had assured me that they were correct",Catering-Food
"Customer could not book an avml as travelling  for the first time with us, requesting an avml for his next flight to bom",Catering-Food
"Customer couldn't book the avml meal as wasn't aware about it, travelling for the first time with Emirates, requested for an avml meal. For their next flight to Bombay.",Catering-Food
"customer couldn't place an order for AVML kindly arrange one for his next journeys on EK network,",Catering-Food-SPML Request/cancel
CUSTOMER COUND A LIVE COCKROACH ON THE TRAY-During meal clearance Ms Saribati informed cabin crew Karim Hollosi #434270  that she found a live cockroach on her tray.,Catering-Food
CUSTOMER DECLINED SERVICE; SPML CAKE- During welcome service customer had welcome drinks- After take-off she only requested  for drinks- All other form of service was declined.,Catering-Food
"Customer Denied Starter Option - Only one flask of soup was loaded for this flight (Passenger Booked Load: 20; Final Flight Load 19).- One flask of soup equates to 7 servings.- 9 Passengers requested soup for their starter meal option, including Mr Janergrau.",Catering-Food
"Customer Denied Starter Option - Only one flask of soup was loaded for this flight (Passenger Booked Load: 20; Final Flight Load 19).- One flask of soup equates to 7 servings.- 9 Passengers requested soup for their starter meal option, including Mr Tomas-Galmes.",Catering-Food
"Customer details 82D MMr Malini Sridhar*Shortage of AVML meals *- On EK 207 we were catered for 14 AVML , however after receiving the PIL  (flight manifest) it showed 60 AVML which the customers had actually pre ordered. - Due to flight cancellation of 207 our KIS tablets had no information about customer details nor catering information to refer to .I only had the menu as a reference and the catering supervisor . The catering staff also did not have much information about this flight due to last minute changes.- We received the PIL just before the last door was closed which was to late to order any meals .- What I did realise was that only the waitlisted meals were catered which were 7 CHML instead of 1514AVML instead of 60 and I was missing a Gluten free meal.-Over all we were catered for a full flight but with insufficient special meals.",Catering-Food
"Customer details 82DAkshay Sridhar*Shortage of AVML meals *- On EK 207 we were catered for 14 AVML , however after receiving the PIL  (flight manifest) it showed 60 AVML which the customers had actually pre ordered. - Due to flight cancellation of 207 our KIS tablets had no information about customer details nor catering information to refer to .I only had the menu as a reference and the catering supervisor  which he also did not have much information about this flight due to last minute changes.- We received the PIL just before the last door was closed which was to late to order any meals .- what I did realise was that only the waitlisted meals were catered which were 7 CHML instead of 1514AVML instead of 60 and I was missing a Gluten free meal.",Catering-Food
"Customer details 82EMr Malini Sridhar*Shortage of AVML meals *- On EK 207 we were catered for 14 AVML , however after receiving the PIL  (flight manifest) it showed 60 AVML which the customers had actually pre ordered. - Due to flight cancellation of 207 our KIS tablets had no information about customer details nor catering information to refer to .I only had the menu as a reference and the catering supervisor . The catering staff also did not have much information about this flight due to last minute changes.- We received the PIL just before the last door was closed which was to late to order any meals .- What I did realise was that only the waitlisted meals were catered which were 7 CHML instead of 1514AVML instead of 60 and I was missing a Gluten free meal.-Over all we were catered for a full flight but with insufficient special meals.",Catering-Food
"Customer details78A Mrs Anu Sampat *Shortage of AVML meals *-Customer did not get her AVML as it was not loaded.- On EK 207 we were catered for 14 AVML , however after receiving the PIL  (flight manifest) it showed 60 AVML which the customers had actually pre ordered. - Due to flight cancellation of 207 our KIS tablets had no information about customer details nor catering information to refer to .I only had the menu as a reference and the catering supervisor  . The catering staff also had no much information about this flight due to last minute changes.- I only received the PIL just before the last door was closed which was to late to order any meals .- what I did realise was that only the waitlisted meals were catered which were 7 CHML instead of 1514AVML instead of 60 and I was missing a Gluten free meal.",Catering-Food
"Customer did not enjoy LAMB meal that was offered for Lunch service on this flight, she said it taste and smell was horrible, she requested for a different meal after she ate the first one however chicken meal was not available anymore.",Catering-Food
Customer did not enjoy the dessert- Customer opted for the cheesecake dessert. He did not enjoy it claiming that it was stale,Catering-Food
"Customer did not get a vegetarian meal.-Customer claimed that he had pre-ordered AVML and had it on his previous flight.-No AVML was listed for customer on the PIL or KIS.-PLEASE ORDER AVML FOR ALL REMAINING SECTORS, IF ANY.",Catering-Food
